,Mission Area,Office/Division/National Program,Program,Program Category,URL,Domain,Description,Notes,Program Types,Cost/Budget,KPI,Inactive?,Broken Link on portal,Not a program?,Reviewed By
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Extension Risk Management Education Program,Grant Programs,https://nifa.usda.gov/program/extension-risk-management-education-program,nifa.usda.gov,"The act annually provides funding to USDA's Risk Management Agency (RMA) and to NIFA. Through the Extension Risk Management Education (ERME) Program, NIFA develops and provides agricultural risk management education for farmers and ranchers in all 50 states and the U.S. territories.
The ERME Program's objective is to educate agricultural producers on the full range of risk management strategies. The program provides funding for results and outcome-based risk management education projects designed to help producers learn and use tools and approaches that can reduce the adverse effects of the uncertainties of weather, yields, prices, credit, government policies, global markets and other factors, including human resources and legal issues – all of which may result in wide swings in farm income or threaten the economic viability of the farm or ranch.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Health and Wellness,Emphasis Area Programs,https://nifa.usda.gov/program/health-and-wellness,nifa.usda.gov,"The health and wellness program area encompasses a broad array of health and wellness, issues including agricultural health and safety, consumer health education, health literacy, environmental health, access to health care and preventive services and community health planning. Results are achieved through partnerships within the Land-grant University System and the health community at the local, state, and federal levels.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,AgrAbility,Grant Programs,https://nifa.usda.gov/program/agrability,nifa.usda.gov,"AgrAbility is a consumer-driven USDA-funded program that provides vital education, assistance, and support to farmers and ranchers with disabilities. Through the combined dedication and expertise of the Cooperative Extension System and nonprofit disability organizations, AgrAbility helps thousands of determined individuals overcome the barriers to continuing their chosen professions in agriculture. ",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Special Projects: Agricultural Education and Career Data Programs,Emphasis Area Programs,https://nifa.usda.gov/program/special-projects-agricultural-education-and-career-data-programs,nifa.usda.gov,NIFA partners with Purdue and the National Science Foundation to track doctorates earned and jobs available in agriculture,,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,AFRI Food Security Challenge Area,Emphasis Area Programs,https://nifa.usda.gov/program/afri-food-security-challenge-area,nifa.usda.gov,The AFRI Food Security Challenge Area focuses on the societal challenge to keep American agriculture competitive and end world hunger by ensuring the availability and accessibility of safe and nutritious food,,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Capacity Building Grants for Non-Land Grant Colleges of Agriculture Program,Grant Programs,https://nifa.usda.gov/program/capacity-building-grants-non-land-grant-colleges-agriculture-program,nifa.usda.gov,"Outside of the Land-Grant programs, many colleges and universities provide strong agricultural programs. NIFA provides them targeted funding through the Capacity Building Grants for Non-Land-Grant Colleges of Agriculture (NLGCA) Program",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,National Awards for Excellence in College and University Teaching in the Food and Agricultural Sciences Program,Emphasis Area Programs,https://nifa.usda.gov/program/national-awards-excellence-college-and-university-teaching-food-and-agricultural-sciences,nifa.usda.gov,"Launched in 1992, this program recognizes outstanding college professors of agriculture, natural resources, veterinary and human sciences. A selection committee of nationally recognized teachers and scholars choose two national recipients and two early career awardees. There are also six regional awards. Nominees are evaluated based on their ability as instructors, educational innovation, service to students, professionalism and scholarship. 
This is a partnership among NIFA, the University of Florida, and the Association of Public and Land-grant Universities (APLU).",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,AFRI Childhood Obesity Prevention Challenge Area,Grant Programs,https://nifa.usda.gov/program/afri-childhood-obesity-prevention-challenge-area,nifa.usda.gov,"The AFRI Childhood Obesity Prevention Challenge Area focuses on the societal challenge to end obesity among children, the number one nutrition-related problem in the United States",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Agriculture in the Classroom (AITC) Program,Grant Programs,https://nifa.usda.gov/program/agriculture-classroom-aitc-program,nifa.usda.gov,"General Information
NIFA's Agriculture in the Classroom Program (AITC) serves nearly 5 million students and 60,000 teachers annually through workshops, conferences, field trips, farm tours, and other educational activities. AITC programs include working with state AITC activities engaged in a variety of issues relating to agricultural literacy. Other programs emphasized by the NIFA AITC office include:
Science literacy
Agricultural careers
Nutrition
Pre-service and professional develop opportunities for teachers.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Higher Education Challenge (HEC) Grants Program,Grant Programs,https://nifa.usda.gov/program/higher-education-challenge-hec-grants-program,nifa.usda.gov,The college and university faculty who teach agri-science use NIFA Higher Education Challenge (HEC) Grants Program funds to inspire their students and take learning to a new level. An entomology professor sets up a mosquito control program in Africa where her students help a village fight malaria. A plant science professor creates computer-based module resulting in better-trained graduates. A college sets up a conference on best-practices in agri-science education. It's all funded through NIFA's HEC grants program and the result is a better-trained agri-science workforce.,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Higher Education Multicultural Scholars Program (MSP),Grant Programs,https://nifa.usda.gov/program/higher-education-multicultural-scholars-program-msp,nifa.usda.gov,"Colleges and Universities can use this funding to support undergraduate scholarships that increase the multicultural diversity of the food and agricultural scientific and professional workforce, and advance the educational achievement of all Americans by providing competitive grants to colleges and universities. The Multicultural Scholars Program is available every year.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,AFRI Foundational Program,Grant Programs,https://nifa.usda.gov/program/afri-foundational-program,nifa.usda.gov,The AFRI Foundational Program focuses on building a foundation of fundamental and applied knowledge in food and agricultural sciences critical for solving current and future societal challenges,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,National Needs Graduate and Postgraduate Fellowship Grants Program Funding Opportunity (NNF),Grant Programs,https://nifa.usda.gov/program/national-needs-graduate-and-postgraduate-fellowship-grants-program-funding-opportunity-nnf,nifa.usda.gov,"The Food and Agricultural Sciences National Needs Graduate and Postgraduate Fellowship Grants Program (NNF) is designated for graduate degree (masters and doctoral) programs and postgraduate training of the next generation of policy makers, researchers, and educators in the food and agricultural sciences. Functioning collaboratively with eligible higher education institutions, this competitive grants program develops intellectual capital to ensure the preeminence of U.S. food and agricultural systems.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,AFRI Education and Workforce Development,Grant Programs,https://nifa.usda.gov/program/afri-education-workforce-development,nifa.usda.gov,"The AFRI Education and Workforce Development Program (formerly the AFRI Food, Agriculture, Natural Resources, and Human Sciences Education and Literacy Initiative) focuses on developing the next generation of research, education, and extension professionals in the food and agricultural sciences. The program educates professionals to lead agriculture into the future by solving current and future challenges facing our society",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,AFRI Education and Literacy Initiative,,,#VALUE!,,Redundant program listing,#N/A,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,K-12 and Higher Education Programs,Emphasis Area Programs,https://nifa.usda.gov/program/k-12-and-higher-education-programs,nifa.usda.gov,K-12 and Higher Education Programs,,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Resident Instruction Grants (RIIA) and Distance Education Grants (DEG) for Institutions of Higher Education in Insular Areas,Grant Programs,https://nifa.usda.gov/program/resident-instruction-grants-riia-and-distance-education-grants-deg-institutions-higher,nifa.usda.gov,"RIIA and DEG are NIFA-administered competitive grants programs focused on improving formal, postsecondary agricultural sciences education in the following eight insular areas: the Commonwealth of Puerto Rico, Guam, American Samoa, the Commonwealth of the Northern Mariana Islands, the Federated States of Micronesia, the Republic of the Marshall Islands, the Republic of Palau, and the Virgin Islands of the United States.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,"Women and Minorities in Science, Technology, Engineering and Mathematics Fields Grant Program (WAMS)",Grant Programs,https://nifa.usda.gov/program/women-and-minorities-science-technology-engineering-and-mathematics-fields-grant-program,nifa.usda.gov,"The Women and Minorities in Science, Technology, Engineering and Mathematics Fields Grant Program is a competitive grants program supporting research and extension projects that will increase — to the maximum extent practicable — participation by rural women and underrepresented minorities from rural areas in science, technology, engineering, and mathematics (STEM) fields.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Educational Scholarship Programs,Emphasis Area Programs,https://nifa.usda.gov/program/educational-scholarship-programs,nifa.usda.gov,"Students with talent in the sciences, especially those relating to food, natural resources and human sciences, will make the research discoveries of tomorrow. Today, they need training to realize their potential. Funding education can be a challenge, especially for students from communities that are under-represented in the scientific workforce. NIFA has two types of funding options to ensure more talented students can achieve their research career goals in agriculture.  ",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Child and Family Development,Emphasis Area Programs,https://nifa.usda.gov/program/child-and-family-development,nifa.usda.gov,"Healthy children and families are the foundation of strong, prosperous communities. In partnership with the Land-Grant University and Cooperative Extension System, USDA’s National Institute of Food and Agriculture (NIFA) supports efforts that take a holistic, life-span approach to promoting healthy physical, cognitive, social, and emotional development for individuals and families within their diverse ecologies.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Military Youth Programs,Emphasis Area Programs,https://nifa.usda.gov/program/military-youth-programs,nifa.usda.gov,"NIFA and 4-H have established formal partnerships with the Department of Defense (DoD) Office of Military Community and Family Policy, Army Child, Youth and School Services, Air Force Airman and Family Services and Navy Family Readiness to support positive youth development education for youth whose parents are serving in the military",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,1890 Land-Grant Institutions Programs,Grant Programs,https://nifa.usda.gov/program/1890-land-grant-institutions-programs,nifa.usda.gov,"The 1890 land-grant institutions are historically black universities that were established under the Second Morrill Act of 1890. NIFA's 1890 land-grant institutions programs are intended to strengthen research, extension and teaching in the food and agricultural sciences by building the institutional capacities of the 1890 Institutions",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Food Insecurity Nutrition Incentive (FINI) Grant Program,Grant Programs,https://nifa.usda.gov/program/food-insecurity-nutrition-incentive-fini-grant-program,nifa.usda.gov,"The Food Insecurity Nutrition Incentive (FINI) Grant Program supports projects to increase the purchase of fruits and vegetables among low-income consumers participating in the Supplemental Nutrition Assistance Program (SNAP) by providing incentives at the point of purchase. There are three categories of projects: (1) FINI Pilot Projects (awards not to exceed a total of $100,000 over one year); (2) Multi-year, community-based FINI Projects (awards not to exceed a total of $500,000 over no more than four years); and (3) Multi-year, FINI Large-Scale Projects (awards of $500,000 or more over no more than four years)",,Grants,"$25,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Community Food Projects Competitive Grant Program (CFPCGP),Grant Programs,https://nifa.usda.gov/program/community-food-projects-competitive-grant-program-cfpcgp,nifa.usda.gov,"The Community Food Projects Competitive Grant Program (CFPCGP) has existed since 1996 as a program to fight food insecurity through developing community food projects that help promote the self-sufficiency of low-income communities. Community Food Projects are designed to increase food security in communities by bringing the whole food system together to assess strengths, establish linkages, and create systems that improve the self-reliance of community members over their food needs",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Tribal College Endowment Program,Grant Programs,https://nifa.usda.gov/program/tribal-college-endowment-program,nifa.usda.gov,"The Endowment fund is an interest-bearing account. Congress appropriates funding for this account annually. Each 1994 Land-Grant University receives an annual funding allotment based in part on the previous year's interest earned and the number of American Indian students attending the institution.  
Recipients can update NIFA about the work that was done with Endowment funding using the pdf form below.  They can also use the form SF-425 on this page to report on financial data relating to this funding. 
The 1994 Land-Grant presidents can use these funds at their discretion. They may restore or upgrade infrastructure, supplement other NIFA grants, or keep the funding indefinitely as a resource to address future or unanticipated needs. ",,Grants,"$3,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,NIFA's foundation funding for 1994 Land-Grants,,,#VALUE!,,Redundant program listing,#N/A,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,AFRI Food Safety Challenge Area,Grant Programs,https://nifa.usda.gov/program/afri-food-safety-challenge-area,nifa.usda.gov,The AFRI Food Safety Challenge Area focuses on the societal challenge of ensuring a safe and nutritious food supply while maintaining American agriculture competitiveness,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Hispanic-Serving Institutions Education Grants Program,Grant Programs,https://nifa.usda.gov/program/hispanic-serving-institutions-education-grants-program,nifa.usda.gov,"To be recognized as an Hispanic Serving Institution (HSI), institutions must have a minimum of 25 percent Hispanic enrollment. Hispanic-Serving Agricultural Colleges and Universities (HSACUs) are represented. In addition to the enrollment requirement, a HSACU must have an accredited agriculture-related program and at least 15 percent of the degrees awarded in agriculture over the two most recently completed academic years. The number of total HSIs in the United States is growing as are the number of HSACUs. NIFA’s funding programs for these institutions contribute to the diversity of talented agricultural scientists through enhanced access to education, especially in agriculture and food sciences. HSIs and HSACUs play an important role in NIFA’s education portfolio by supporting many institutions of higher learning in the Southwestern United States",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,4-H National Headquarters,Emphasis Area Programs,https://nifa.usda.gov/program/4-h-positive-youth-development,nifa.usda.gov,"Positive youth development programs engage youth within their communities, schools, organizations, peer groups, and families in a manner that is productive and constructive; recognizes, utilizes, and enhances youth's strengths; and promotes positive outcomes for young people by providing opportunities, fostering positive relationships and furnishing the support needed to build on their leadership strengths",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Agricultural Development Programs,Emphasis Area Programs,https://nifa.usda.gov/program/agricultural-development-programs,nifa.usda.gov,"NIFA develops partnerships with a number of federal and international organizations to conduct programs globally. These programs focus on areas of agricultural extension, research, and/or teaching. These development programs help NIFA achieve key domestic goals and remain informed on emerging agricultural issues of potential concern to the US",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,"Children, Youth and Families at Risk (CYFAR)",Grant Programs,https://nifa.usda.gov/program/children-youth-and-families-risk-cyfar,nifa.usda.gov,"The Children, Youth, and Families at Risk (CYFAR) Grant Program allocates funding provided by congressional appropriation to land-grant university extension services for community-based programs for at-risk children and their families.",,Grants,"$8,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,McIntire-Stennis Capacity Grant,Grant Programs,https://nifa.usda.gov/program/mcintire-stennis-capacity-grant,nifa.usda.gov,"The purpose of this funding is to increase forestry research in the production, utilization, and protection of forestland; to train future forestry scientists; and to involve other disciplines in forestry research.",,Grants,"$29,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,The Hatch Act of 1887,Grant Programs,https://nifa.usda.gov/program/hatch-act-1887,nifa.usda.gov,"The purpose of this funding is to conduct agricultural research programs at State Agricultural Experiment Stations in the 50 states, the District of Columbia, and the U.S. insular areas",,Grants,"$243,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,The Hatch Act of 1887 (Multistate Research Fund),Grant Programs,https://nifa.usda.gov/program/hatch-act-1887-multistate-research-fund,nifa.usda.gov,"The purpose of Hatch Act funding is to conduct agricultural research programs at State Agricultural Experiment Stations in the 50 States, the District of Columbia, and the Insular Areas. The specific purpose of Hatch MRF funding is to conduct research by institutions within a State and by institutions in multiple States to solve problems that concern more than one State",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Agricultural Research at 1890 Land-Grant Institutions,Grant Programs,https://nifa.usda.gov/program/agricultural-research-1890-land-grant-institutions,nifa.usda.gov,Evans-Allen capacity grants support agricultural research at the 1890 Land Grant institutions,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Agra-Science for the 1890 Institutions,,,#VALUE!,,Redundant program listing,#N/A,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Animal Health and Disease Research Program,Grant Programs,https://nifa.usda.gov/program/animal-health-and-disease-research-program,nifa.usda.gov,The purpose of this funding is to promote animal health research at accredited state veterinary schools or colleges or agricultural experiment stations,,Grants,$0,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Smith-Lever Act Sections 3(b) and 3(c) Special Needs Capacity Grant,Grant Programs,https://nifa.usda.gov/program/smith-lever-act-sections-3b-and-3c-special-needs-capacity-grant,nifa.usda.gov,The purpose of this funding is to increase the level of agricultural extension activities and reaching out to new audiences,,Grants,"$299,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,District of Columbia Public Postsecondary Education Reorganization Act Program (Cooperative Extension Programs),Grant Programs,https://nifa.usda.gov/program/district-columbia-public-postsecondary-education-reorganization-act-program-cooperative,nifa.usda.gov,The purpose of this funding is to conduct cooperative extension programs in the District of Columbia.,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Smith-Lever Act Capacity Grant,Grant Programs,https://nifa.usda.gov/program/smith-lever-act-capacity-grant,nifa.usda.gov,"The purpose of this funding, authorized under Sections 3(b) and 3(c) of the Smith-Lever Act, is to conduct agricultural extension work",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,FERS Retirement Contributions Program,Grant Programs,https://nifa.usda.gov/program/fers-retirement-contributions-program,nifa.usda.gov,The purpose of this funding is to defray the FERS retirement costs to the 1862 Land-Grant institutions for former Schedule A appointees performing agricultural extension work,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,CSRS Retirement Contributions Program,Grant Programs,https://nifa.usda.gov/program/csrs-retirement-contributions-program,nifa.usda.gov,The purpose of this funding is to defray the CSRS retirement costs to the 1862 Land-Grant institutions for former Schedule A appointees performing agricultural extension work,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Renewable Resources Extension Act Capacity Grant,Grant Programs,https://nifa.usda.gov/program/renewable-resources-extension-act-capacity-grant,nifa.usda.gov,The Renewable Resources Extension Act provides funding for extension activities related to forestry and natural resources at land grant universities,,Grants,$0,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Agricultural Extension Programs at 1890 Institutions,Grant Programs,https://nifa.usda.gov/program/agricultural-extension-programs-1890-institutions,nifa.usda.gov,"The purpose of this capacity grant funding is to support agricultural and forestry extension activities at 1890 Land-Grant Universities, including Tuskegee University and West Virginia State University. Recipients of these funds must provide a 100 percent match from non-federal sources. ",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Global Engagement Programs,Emphasis Area Programs,https://nifa.usda.gov/program/global-engagement-programs,nifa.usda.gov,"The USDA and its partners play a major role in preparing US citizens to succeed in an increasingly interconnected world. The Center for International Programs provides advice on including opportunities for global engagement in NIFA’s grant programs for US institutions, establishes linkages between NIFA staff and other federal organizations to advance globally the results and experience of NIFA, and keeps NIFA informed of emerging agricultural issues of potential concern to the US. Through these programs, NIFA supports innovative ways to encourage students, faculty, and extension experts to engage globally",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,National Integrated Food Safety Initiative,Grant Programs,https://nifa.usda.gov/program/national-integrated-food-safety-initiative,nifa.usda.gov,The National Integrated Food Safety Initiative supports competitive projects that address priority issues in food safety that are best solved using an integrated approach,,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Veterinary Services Grant Program,Grant Programs,https://nifa.usda.gov/program/veterinary-services-grant-program,nifa.usda.gov,"The purpose of the Veterinary Services Grant Program (VSGP) is to relieve veterinarian shortage situations and support veterinary services. Grants will be made available on a competitive basis to qualified entities to develop, implement, and sustain veterinary services through education, training, recruitment, placement, and retention of veterinarians, veterinary technicians, and students of veterinary medicine and veterinary technology. Grants will also be made to establish or expand veterinary practices in rural areas",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,New Veterinary Services Grant Program,,,#VALUE!,,Redundant program listing,#N/A,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Expanded Food and Nutrition Education Program (EFNEP),Grant Programs,https://nifa.usda.gov/program/expanded-food-and-nutrition-education-program-efnep,nifa.usda.gov,"Since 1969, the Expanded Food and Nutrition Education Program (EFNEP) has successfully addressed critical societal concerns by employing paraprofessional staff and influencing nutrition and physical activity behaviors of low-income families, particularly those with young children. Through a community-based, relationship-driven, hands-on educational approach, EFNEP has directly impacted economic, obesity, and food insecurity challenges that hinder the health and well being of this nation",,Grants,"$68,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Supplemental Nutrition Education Program - Education (SNAP-Ed),Emphasis Area Programs,https://nifa.usda.gov/program/supplemental-nutrition-education-program-education-snap-ed,nifa.usda.gov,"The Supplemental Nutrition Assistance Program – Education (SNAP-Ed)* is a federally funded grant program that supports evidence-based nutrition education and obesity prevention interventions and projects for persons eligible for the Supplemental Nutrition Assistance Program (SNAP) through complementary direct education, multi-level interventions, and community and public health approaches to improve nutrition. Two key federal partners are the USDA Food and Nutrition Service (FNS) and National Institute of Food and Agriculture (NIFA). FNS determines national policies and procedures, provides program monitoring and administrative oversight, facilitates resource sharing, and delivers technical assistance. NIFA facilitates communication among federal, state, and local partners, and provides programmatic leadership to cooperative extension/land-grant university program implementers for effective nutrition education and obesity prevention interventions through the land-grant system in conjunction with other implementing agencies and organizations. A third federal partner, USDA’s Economic Research Service (ERS), supports nutrition education through its research and evaluation studies",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Hunger & Food Security Programs,Emphasis Area Programs,https://nifa.usda.gov/program/hunger-food-security-programs,nifa.usda.gov,"NIFA addresses hunger and food security through research, education, and extension work within the Land-Grant University System; through federally funded state nutrition education programs; through grant programs for private nonprofits to address community food security issues; and through partnerships across USDA.
Community Food Security addresses hunger and food security at a community level, which is a systems approach including local infrastructure, economic and job security, federal food assistance, food recovery and donations, education and awareness, and community food production and marketing.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,"Animal Nutrition, Growth, and Lactation",Emphasis Area Programs,https://nifa.usda.gov/program/animal-nutrition-growth-and-lactation,nifa.usda.gov,"NIFA provides national leadership and funding opportunities to support research on animal nutrient utilization and growth, food product quality and safety, and animal operations and the environment; education for producers and professionals; and transfer of management practices through extension and outreach efforts.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Rangelands and Grasslands Programs,Grant Programs,https://nifa.usda.gov/program/rangelands-and-grasslands-programs,nifa.usda.gov,"Half of the earth's terrestrial surface is classified as rangeland and grassland. Rangeland and grassland ecosystems provide forage for livestock and native herbivores, habitat for native flora and fauna, watersheds for rural and urban uses; ecosystem goods and services; areas for recreation; and renewable and nonrenewable energy sources. NIFA seeks to ensure the sustainability of these resources through rangelands and grasslands programs",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Obesity Prevention & Healthy Weight Programs,Emphasis Area Programs,https://nifa.usda.gov/program/obesity-prevention-healthy-weight-programs,nifa.usda.gov,"NIFA and its Land-Grant System partners, with their existing infrastructure and networks, are uniquely positioned to take advantage of the power of their three-part mission in research, education, and extension to bring a holistic approach to solving the multifaceted obesity problem. The obesity prevention projects include: identifying nutritional needs; developing new foods to help achieve caloric balance; providing nutrition education; conducting behavioral research; and planning, conducting, and evaluating dietary interventions",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Housing and Environmental Health,Emphasis Area Programs,https://nifa.usda.gov/program/housing-and-environmental-health,nifa.usda.gov,"The goal of the NIFA Housing and Environmental Health Program is to contribute to the quality of life for consumers through sustainable housing initiatives, including safe and healthy housing; energy efficiency; disaster preparedness, response, and recovery",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Sustainable Agriculture Program,Emphasis Area Programs,https://nifa.usda.gov/program/sustainable-agriculture-program,nifa.usda.gov,"Sustainable agriculture seeks to provide more profitable farm income, promote environmental stewardship, and enhance quality of life for farm families and communities",,Emphasis Area,"$19,000,000",,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Wildlife & Fish Programs,Grant Programs,https://nifa.usda.gov/program/wildlife-fish-programs,nifa.usda.gov,"Wildlife and fish contribute to healthy ecosystems, provide income to landowners and businesses, and afford recreational and aesthetic benefits to society. Each year, more than 80 million Americans fish, hunt, or watch wildlife. Some wildlife can pose problems to society, causing on average $1 billion in damage to American agriculture. NIFA programs seek to achieve a balance that sustains wildlife populations while minimizing wildlife impacts on human endeavors through research, education, and extension",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Farm Financial Management,Emphasis Area Programs,https://nifa.usda.gov/program/farm-financial-management,nifa.usda.gov,"Farm management involves successfully integrating the factors of production land, labor, and financial resources to realize an economically viable, ecologically sound, and socially responsible farm business. NIFA provides funding opportunities and staff expertise to address these concerns, allowing producers to meet their business and financial goals successfully.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Food Science & Technology Programs,Emphasis Area Programs,https://nifa.usda.gov/program/food-science-technology-programs,nifa.usda.gov,"The U.S. food science and technology infrastructure meets increasing demand for safe, nutritious, convenient, and globally competitive food products. Food product development is driven by consumers for safety, health, convenience, and sensory issues. NIFA provides national leadership in food science and technology through collaboration and funding support with academe, industry, consumers, and other federal agencies.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Child Care & After-School Programs,Grant Programs,https://nifa.usda.gov/program/child-care-after-school-programs,nifa.usda.gov,"Most of today's children and youth will spend more time in child care and after-school programs than in formal education. NIFA provides resources and national leadership to Land-Grant Universities to conduct research, education, and extension programs that will increase the quantity and improve the quality of child care (early care and education), school-age care (after-school), and teen out-of-school programs.
Every day in the US, 13 million preschool children are left in child care arrangements, 24 million school-age youth are in need of after-school programs, and an estimated 5 million youth are without any adult supervision during out-of-school time. The lack of affordable, quality child care and after-school programs has a negative effect on current and future educational accomplishment and employment for parents and children, the nation's economy and family income, and the physical and emotional environments in which people live.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Nanotechnology Program,Emphasis Area Programs,https://nifa.usda.gov/program/nanotechnology-program,nifa.usda.gov,"Nanotechnology is the science of studying and producing materials and devices of nanometer size--about the size of a small molecule or individual atom. NIFA manages four grant programs that fund nanotechnology research projects. It also participates on the Nanoscale Science, Engineering, and Technology Subcommittee of the White House National Science and Technology Council and the National Nanotechnology Initiative.",,Emphasis Area,,,,,,Erik Bethke
